cuvant,definitie,parte_de_vorbire,frecventa
încins,"(figurativ (Despre sentimentele oamenilor și manifestarea lor exterioară; adesea adverbial)) Foarte puternic, adânc, aprins, înfocat",adjectiv,1071
suferind,Persoană care suferă de o boală.,substantiv,1070
fundătură,"Stradă, drum, uliță care se înfundă, fiind închisă la un capăt",substantiv,1070
software,"programe, proceduri sau reguli scrise și documentația aferentă cu privire la operarea pe calculator",substantiv,1069
călca,A pune piciorul pe ceva sau pe undeva.,verb,1069
context,"Conjunctură, situație specifică, circumstanță, stare de lucruri într-un anumit moment.;",substantiv,1068
răsturnat,"Care se află cu susul în jos, invers decât este normal.",adjectiv,1068
fascinat,Care are atenția ațintită ca și cum ar fi sub imperiul unei vrăji,adjectiv,1068
dig,"deal lung, artificial, din piatră sau din pământ, construit pentru a proteja împotriva furiei apelor",substantiv,1067
sculat,Acțiunea de a (se) trezi,substantiv,1067
eră,"Perioadă istorică ce începe cu data unui anumit eveniment sau fapt, real sau legendar, de la care se pornește numărătoarea anilor.",substantiv,1066
răsplată,Ceea ce se face sau se dă cu scopul de a recompensa pe cineva pentru o acțiune săvârșită,substantiv,1066
transformare,"(Mat.) Acțiunea de a construi un corespondent, un echivalent al unei figuri date sau al unei valori, schimbând anumite elemente și păstrând altele, potrivit anumitor formule",substantiv,1065
înfrângere,Acțiunea de a înfrânge,substantiv,1065
incorect,Care nu este corect,adjectiv,1065
spânzura,"A omorî, a executa pe cineva (în urma unei condamnări) prin strangulare, cu ajutorul spânzurătorii",verb,1065
vizibil,Care poate fi văzut ( cu ochiul sau cu un instrument optic).,adjectiv,1064
cioară,pasăre cu penaj negru și voce croncănitoare,substantiv,1063
negare,Acțiunea de a nega și rezultatul ei,substantiv,1063
derivă,devierea (unei nave) de la direcția propusă,substantiv,1063
rug,"Nume dat mai multor specii de arbuști din familia rozaceelor, cu flori albe sau roz și cu fructele comestibile.",substantiv,1062
picant,proprietatea de a fi condimentat și bine aromat,substantiv,1061
prag,"Partea de jos, orizontală, a unui toc de ușă sau a unei porți, puțin mai ridicată de la pământ, peste care se trece la intrare și la ieșire.",substantiv,1058
respectuos,Care arată mult respect,adjectiv,1058
crocodil,"Reptilă uriașă din ordinul crocodilienilor, care trăiește în fluviile din țările tropicale, cu corpul acoperit de plăci osoase, cu coadă lungă și cap alungit, cu fălci lungi și dinți puternici.",substantiv,1057
întorsătură,"(figurativ) Schimbare esențială în mersul, în dezvoltarea unei întâmplări",substantiv,1057
colecta,"A aduna, a strânge la un loc lucruri, bani etc. pentru un anumit scop",verb,1057
penibil,făcut să se simtă neplăcut din cauza rușinii sau a mândriei rănite,adjectiv,1057
desfăcut,"răsfirat, împrăștiat, demontat.",adjectiv,1057
deteriorat,"Degradat, deteriorat, stricat, tocit ( prin folosire îndelungată).",adjectiv,1057
rival,"participant într-o competiție, pe care speri să-l învingi",substantiv,1056
examina,A studia amănunțit ceva sau pe cineva.,verb,1056
simulare,(inform.) tehnică de reprezentare a realității de către un program de calculator,substantiv,1056
lipici,material de lipit preparat în casă din făină și apă,substantiv,1056
stoc,totalitatea bunurilor pe aflate într-un magazin,substantiv,1055
stern,"Os lung și plat așezat în mijlocul părții anterioare a toracelui, de care sunt prinse coastele și cele două clavicule",substantiv,1055
prostit,Ca și cum ar fi lovit de o imensă surpriză,adjectiv,1055
respectabil,demn de respect,adjectiv,1054
aripă,"Organ al păsărilor, al unor insecte și al unor mamifere, care servește la zbor.",substantiv,1052
accidentat,(Persoană) care a fost victima unui accident.,substantiv,1052
săpa,"a face cu sapa (sau cu alt instrument) o adâncitură, o groapă, un șanț în pământ",verb,1052
boboc,Caliciul nedeschis al unei flori.,substantiv,1052
alergie,"(Med.) Mod special de a reacționa al organismului sub acțiunea unor microbi sau a unor substanțe străine introduse pe căi variate (digestivă, respiratorie, injecții etc.)",substantiv,1051
fustă,"Obiect de îmbrăcăminte femeiască, care acoperă corpul de la talie în jos; jupă.;",substantiv,1051
valet,Servitor la casele boierești (aflat în serviciul personal al stăpânului),substantiv,1050
îndoi,"A strânge în două o stofă, un material etc.",verb,1049
barieră,"Bară mobilă care arată că trecerea peste o șosea, peste o linie ferată etc. este oprită temporar",substantiv,1049
son,"unitate de măsură a intensității sunetelor, egală cu intensitatea unui sunet cu frecvența de 1000 de hertzi și intensitatea auditivă de 40 de foni",substantiv,1049
pepene,"fructul unei plante originare din Asia tropicală, cu tulpina acoperită cu peri aspri, cu fructul mare, sferic sau oval, cu coaja galbenă sau verzuie, cu miezul alb, verde sau galben, dulce, parfumat și suculent",substantiv,1048
gheață,"Apă aflată în stare solidă, în urma înghețării.",substantiv,1048
african,Persoană care face parte din populația băștinașă de rasă negroidă a Africii.,substantiv,1047
nesăbuit,Care nu este marcat de uzul rațiunii,adjectiv,1047
luminat,luminos,adjectiv,1046
convingere,Acțiunea de a ( se ) convinge de ceva,substantiv,1046
ignorant,"Persoană incultă, fără cunoștințe elementare.",substantiv,1045
legitim,"legal, permis, îngăduit de lege",adjectiv,1045
cadet,Elev a unei școli militare,substantiv,1044
conac,"Casă boierească la țară, pe o moșie",substantiv,1044
răutăcios,Persoană plină de răutate,substantiv,1044
bagaj,Totalitatea lucrurilor care se iau într-o călătorie,substantiv,1043
uniune,"Organizație, grup social format pentru apărarea unor interese sau revendicarea unor drepturi comune.",substantiv,1043
sângera,A pierde sau a face să piardă sânge,verb,1041
banchet,"Petrecere zgomotoasă cu mâncare, băutură",substantiv,1041
eden,"Loc plin de încântare și de fericire unde, potrivit credințelor religioase, ar ajunge după moarte sufletele celor care respectă preceptele religiei",substantiv,1041
canadian,Persoană care face parte din populația de bază a Canadei sau este originară de acolo.,substantiv,1040
sângerare,"Scurgere abundentă de sânge, internă sau externă, în urma ruperii sau tăierii peretelui unui vas sangvin",substantiv,1040
prădător,"Persoană care pradă, care jefuiește",substantiv,1040
îneca,A muri sau a face să moară prin sufocare în apă (sau în alt lichid),verb,1039
odinioară,"Pe vremuri, altădată, înainte vreme, odată.",adverb,1039
dement,"care este alienat mintal,",adjectiv,1039
brut,"Care se găsește în stare naturală, încă neprelucrat",adjectiv,1038
papagal,"Nume dat mai multor păsări tropicale cățărătoare, cu ciocul mare și încovoiat, cu pene felurit și viu colorat, care, dresate, pot repeta sunete articulate",substantiv,1037
karaoke,"Cântarea unor piese cunoscute, în baruri sau cluburi, folosind un ecran pe care defilează versurile",substantiv,1037
pumnal,"Armă cu lama scurtă, cu două tăișuri și cu vârful ascuțit",substantiv,1036
profet,"Interpret al voinței lui Dumnezeu, capabil să prezică viitorul.",substantiv,1035
ocol,"Loc îngrădit (uneori acoperit), unde se adăpostesc sau se închid oile, vitele etc.; ocol.;",substantiv,1035
contuzie,pată vânătă care apare pe corp în urma unei lovituri,substantiv,1034
îndura,"A suporta (fără împotrivire și cu resemnare) greutăți, neplăceri fizice sau morale;",verb,1034
magnet,"Minereu de fier care are proprietatea de a atrage materialele feromagnetice; corp metalic căruia i s-a transmis calitatea, permanentă sau temporară, de a atrage obiectele de fier.",substantiv,1033
fast,Eleganță ceremonială,substantiv,1032
epocă,"Perioadă în dezvoltarea istoriei sau a unui domeniu de activitate, care se deosebește de celelalte prin anumite evenimente caracteristice, însemnate",substantiv,1031
paralel,Aparat de gimnastică format din două bare orizontale și paralele așezate (la înălțimi diferite sau identice) pe stâlpi verticali.,substantiv,1031
strategic,Care are însemnătate pentru acțiunile militare de război,adjectiv,1031
guinee,"veche monedă de aur engleză, care valora 21 de șilingi",substantiv,1031
insectă,"Clasă care cuprinde mici animale nevertebrate din încrengătura artropodelor, cu corpul format din segmente diferențiate în cap, torace și abdomen, cu trei perechi de picioare articulate, respirând prin trahee sau prin tegumentul care este chitinizat și având dezvoltare prin metamorfoză",substantiv,1030
soț,bărbat căsătorit considerat în raport cu soția lui,substantiv,1030
crucial,De o importanță vitală pentru rezolvarea unei crize,adjectiv,1029
unealtă,ustensilă folosită la lucrul grădinii.,substantiv,1028
culoar,"loc de trecere îngust (și lung), care leagă încăperile unei clădiri și din care se intră în camerele aceluiași apartament sau ale aceluiași etaj",substantiv,1027
martir,"Persoană care a avut de îndurat suferințe, chinuri îngrozitoare sau moartea pentru ideile, convingerile sale.",substantiv,1027
acri,A face să devină sau a deveni (mai) acru,verb,1027
episcop,"persoană care are grad înalt în ierarhia bisericească creștină, imediat inferior mitropolitului sau arhiepiscopului",substantiv,1026
dispută,Discuție în contradictoriu (asupra unei chestiuni principiale),substantiv,1026
terasă,"Construcție deschisă, anexă a unei clădiri, așezată la nivelul parterului, al unui etaj sau pe acoperiș (servind ca loc de odihnă sau de agrement)",substantiv,1025
gama,"A treia literă a alfabetului grecesc (folosită adesea și ca simbol în matematică, fizică etc.)",substantiv,1025
ceresc,"Al lui Dumnezeu, privitor la Dumnezeu",adjectiv,1025
evreică,Femeie aparținând etniei evreiești.,substantiv,1024
credibil,care poate fi crezut,adjectiv,1024
sângeros,"(Despre manifestări, acțiuni etc. ale omului) Care exprimă, care arată lipsă de umanitate, neomenie, cruzime, brutalitate",adjectiv,1024
duș,instalație sanitară sau tehnică prin care se asigură țâșnirea reglabilă și concomitentă a mai multor jeturi mici de apă,substantiv,1023
aproba,"A fi de acord cu ceva, a-și da consimțământul",verb,1022
ninge,A cădea zăpadă.,verb,1022
grosolan,"lipsit de educație (și de cultură), cu apucături grosolane",substantiv,1021
chemare,"Strigăt, țipăt (care cheamă).",substantiv,1021
beep,semnal sonor de avertizare emis de un aparat de comunicații,substantiv,1021
tină,Pământ amestecat cu apă și muiat,substantiv,1021
învingător,luptător capabil să-și învingă adversarii,substantiv,1020
subestima,"A diminua importanța unui lucru, a unui fapt, a unei idei etc",verb,1020
cupă,Vas de băut mai mult larg decât adânc,substantiv,1019
închiriere,"actul de a plăti pentru folosirea a ceva (apartament, mașină, etc.)",substantiv,1018
protecție,protejare împotriva unei pierderi posibile,substantiv,1018
motivat,puternic motivat să reușească,adjectiv,1018
vioară,"Instrument muzical alcătuit dintr-o cutie de rezonanță, având întinse pe una dintre fețe patru coarde, care vibrează când sunt atinse cu arcușul sau când sunt ciupite",substantiv,1017
mouse,Periferic al unui calculator cu care se poate mișca un cursor pe ecran și accesa informații dorite.,substantiv,1017
implora,"a cere ceva cuiva, cu desperare (și cu umilință)",verb,1017
perucă,coafură din păr fals,substantiv,1017
plictiseală,"Stare sufletească apăsătoare, ușoară depresiune morală provocată de singurătate, de lipsa de ocupație sau de o ocupație neatrăgătoare, de monotonie etc.",substantiv,1016
shin,A 22-a literă a alfabetului ebraic.,substantiv,1015
temporal,Rol semantic al numelui desemnînd timpul acțiunii denotate de verb,substantiv,1015
pol,fiecare dintre cele două extremități ale axei Pământului,substantiv,1014
epavă,Persoanp sau lucru ajuns într-o stare fizică sau morală mizerabilă,substantiv,1014
baston,"Bucată de lemn lungă (cam de un metru) și subțire, de obicei curbată la un capăt, care se poate ține în mânăși are diverse utilizări",substantiv,1014
chibrit,"Bețișor de lemn având la un capăt o gămălie de material ușor inflamabil, care se aprinde prin frecare.",substantiv,1013
superficial,"Care apare, se produce, rămâne la suprafața unui obiect, a unei ființe",adjectiv,1013
lingură,"Obiect de metal sau de lemn pentru uzul casnic, alcătuit dintr-o parte ovală și scobită și dintr-o coadă.",substantiv,1012
contesă,"soție, fiică de conte",substantiv,1012
