word,definition,pos,example,commonness_zipf
sage,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,noun,,3.83
reset,device for resetting instruments or controls,noun,,3.83
calif,the civil and religious leader of a Muslim state considered to be a representative of Allah on earth,noun,many radical Muslims believe a Khalifah will unite all Islamic lands and people and subjugate the rest of the world,3.83
sickness,impairment of normal physiological function affecting part or all of an organism,noun,,3.83
mafia,a crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia,noun,,3.83
justification,something (such as a fact or circumstance) that shows an action to be reasonable or necessary,noun,he considered misrule a justification for revolution,3.83
reactor,an electrical device used to introduce reactance into a circuit,noun,,3.83
missionary,someone who attempts to convert others to a particular doctrine or program,noun,,3.83
humour,a characteristic (habitual or relatively temporary) state of feeling,noun,whether he praised or cursed me depended on his temper at the time,3.83
gateway,an entrance that can be closed by a gate,noun,,3.83
critique,an essay or article that gives a critical evaluation (as of a book or play),noun,,3.83
shave,the act of removing hair with a razor,noun,,3.83
inning,(baseball) one of nine divisions of play during which each team has a turn at bat,noun,,3.83
dominance,superior development of one side of the body,noun,,3.83
toddler,a young child,noun,,3.83
breakthrough,a productive insight,noun,,3.83
discourse,extended verbal expression in speech or writing,noun,,3.83
organizational,of or relating to an organization,adj,organizational structure,3.83
innocence,the quality of innocent naivete,noun,,3.83
reef,a submerged ridge of rock or coral near the surface of the water,noun,,3.83
decay,the process of gradually becoming inferior,noun,,3.83
afterward,happening at a time subsequent to a reference time,adv,he apologized subsequently,3.83
isle,a small island,noun,,3.83
refusal,the act of refusing,noun,,3.83
outright,without reservation or exception,adj,,3.83
entertain,provide entertainment for,verb,,3.83
convey,"make known; pass on, of information",verb,She conveyed the message to me,3.83
oversight,an unintentional omission resulting from failure to notice something,noun,,3.83
vodka,unaged colorless liquor originating in Russia,noun,,3.83
borough,one of the administrative divisions of a large city,noun,,3.83
nationalism,love of country and willingness to sacrifice for it,noun,they rode the same wave of popular patriotism,3.83
inland,situated away from an area's coast or border,adj,,3.83
pumpkin,a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes,noun,,3.83
popping,a sharp explosive sound as from a gunshot or drawing a cork,noun,,3.83
notorious,known widely and usually unfavorably,adj,a notorious gangster,3.83
freeman,a person who is not a serf or a slave,noun,,3.83
cone,any cone-shaped artifact,noun,,3.83
superstar,someone who is dazzlingly skilled in any field,noun,,3.83
boil,a painful sore with a hard core filled with pus,noun,,3.83
activation,stimulation of activity in an organism or chemical,noun,,3.83
humidity,wetness in the atmosphere,noun,,3.83
bald,grow bald; lose hair on one's head,verb,He is balding already,3.83
overly,to a degree exceeding normal or proper limits,adv,too big,3.83
ramp,an inclined surface connecting two levels,noun,,3.83
vicious,(of persons or their actions) able or disposed to inflict pain or suffering,adj,a barbarous crime,3.83
thoughtful,having intellectual depth,adj,a deeply thoughtful essay,3.83
diagnostic,concerned with diagnosis; used for furthering diagnosis,adj,a diagnostic reading test,3.83
straightforward,free from ambiguity,adj,a straightforward set of instructions,3.83
afghan,a blanket knitted or crocheted in strips or squares; sometimes used as a shawl,noun,,3.83
applause,a demonstration of approval by clapping the hands together,noun,,3.83
inherent,existing as an essential constituent or characteristic,adj,the Ptolemaic system with its built-in concept of periodicity,3.83
startup,the act of setting in operation,noun,repeated shutdowns and startups are expensive,3.83
drift,a force that moves something along,noun,,3.82
woody,made of or containing or resembling wood,adj,woody plants,3.82
vocabulary,a listing of the words used in some enterprise,noun,,3.82
infinity,time without end,noun,,3.82
token,an individual instance of a type of symbol,noun,the word`error' contains three tokens of `r',3.82
marketplace,the world of commercial activity where goods and services are bought and sold,noun,without competition there would be no market,3.82
electron,an elementary particle with negative charge,noun,,3.82
endure,put up with something or somebody unpleasant,verb,I cannot bear his constant criticism,3.82
twilight,the time of day immediately following sunset,noun,he loved the twilight,3.82
basics,a statement of fundamental facts or principles,noun,,3.82
premise,a statement that is assumed to be true and from which a conclusion can be drawn,noun,on the assumption that he has been injured we can infer that he will not to play,3.82
assassination,an attack intended to ruin someone's reputation,noun,,3.82
sunrise,the first light of day,noun,we got up before dawn,3.82
revision,the act of revising or altering (involving reconsideration and modification),noun,it would require a drastic revision of his opinion,3.82
hormone,the secretion of an endocrine gland that is transmitted by the blood to the tissue on which it has a specific effect,noun,,3.82
pier,a platform built out from the shore into the water and supported by piles; provides access to ships and boats,noun,,3.82
membrane,a thin pliable sheet of material,noun,,3.82
inadequate,lacking the requisite qualities or resources to meet a task,adj,inadequate training,3.82
worthless,lacking in usefulness or value,adj,a worthless idler,3.82
certainty,the state of being certain,noun,his certainty reassured the others,3.82
geological,of or relating to or based on geology,adj,geological formations,3.82
timothy,grass with long cylindrical spikes grown in northern United States and Europe for hay,noun,,3.82
persuade,win approval or support for,verb,Carry all before one,3.82
evolutionary,of or relating to or produced by evolution,adj,evolutionary biology,3.82
predecessor,one who precedes you in time (as in holding a position or office),noun,,3.82
replay,something (especially a game) that is played again,noun,,3.82
willingness,cheerful compliance,noun,he expressed his willingness to help,3.82
lace,a cord that is drawn through eyelets or around hooks in order to draw together two edges (as of a shoe or garment),noun,,3.82
unprecedented,having no precedent; novel,adj,an unprecedented expansion in population and industry,3.82
compression,an increase in the density of something,noun,,3.82
cube,a hexahedron with six equal squares as faces,noun,,3.82
broadly,without regard to specific details or exceptions,adv,he interprets the law broadly,3.82
pardon,the act of excusing a mistake or offense,noun,,3.82
yacht,an expensive vessel propelled by sail or power and used for cruising or racing,noun,,3.82
metallic,a fabric made of a yarn that is partly or entirely of metal,noun,,3.82
athletics,an active diversion requiring physical exertion and competition,noun,,3.82
tagged,attach a tag or label to,verb,label these bottles,3.82
archbishop,a bishop of highest rank,noun,,3.82
dragging,"pull, as against a resistance",verb,He dragged the big suitcase behind him,3.82
hatch,the production of young from an egg,noun,,3.82
deliberate,think about carefully; weigh,verb,They considered the possibility of a strike,3.82
calcium,a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals,noun,,3.82
